Date,Time,Latitude,Longitude,Type,Depth,Magnitude,Timestamp,Magnitude Category,DistanceFromRef
06/24/1986,17:39:19,-28.278,-178.127,Earthquake,12.3,8.0,1986-06-24T17:39:19.000+05:30,High,16864.39505824096
06/24/1986,19:31:07,-28.243,-178.246,Earthquake,10.7,7.6,1986-06-24T19:31:07.000+05:30,High,16869.055844063107
07/05/1986,14:11:18,12.183,140.933,Earthquake,37.9,8.7,1986-07-05T14:11:18.000+05:30,High,15497.170232913615
07/11/1986,08:27:46,-45.987,166.334,Earthquake,31.7,9.4,1986-07-11T08:27:46.000+05:30,High,14729.531945369758
07/12/1986,10:17:26,5.575,125.406,Earthquake,87.5,6.6,1986-07-12T10:17:26.000+05:30,High,13923.11528843791
07/12/1986,16:05:14,1.845,126.404,Earthquake,39.7,8.3,1986-07-12T16:05:14.000+05:30,High,14053.048356273468
07/17/1986,15:46:37,36.668,71.247,Earthquake,46.5,11.0,1986-07-17T15:46:37.000+05:30,High,8345.882732966458
07/21/1986,22:07:16,37.621334,-118.3425,Earthquake,-0.076,7.22,1986-07-21T22:07:16.000+05:30,High,12463.578609039649
07/28/1986,20:29:03,-33.282,-71.934,Earthquake,40.7,9.5,1986-07-28T20:29:03.000+05:30,High,8336.792271967252
08/07/1986,22:32:50,7.433,-81.241,Earthquake,8.1,5.1,1986-08-07T22:32:50.000+05:30,Low,9041.834611375743
08/11/1986,17:00:57,2.006,127.192,Earthquake,123.3,7.8,1986-08-11T17:00:57.000+05:30,High,14140.143069974214
08/24/1986,23:46:51,2.1,126.873,Earthquake,34.7,13.7,1986-08-24T23:46:51.000+05:30,High,14104.425192062257
08/31/1986,09:23:05,23.042,144.12,Earthquake,45.7,10.1,1986-08-31T09:23:05.000+05:30,High,15368.355884322329
09/23/1986,05:56:20,-7.469,128.509,Earthquake,137.2,5.2,1986-09-23T05:56:20.000+05:30,Low,14246.651934809815
09/25/1986,20:06:12,3.677,126.777,Earthquake,45.4,5.4,1986-09-25T20:06:12.000+05:30,Low,14087.16177377109
10/02/1986,20:15:33,2.892,127.258,Earthquake,45.8,7.9,1986-10-02T20:15:33.000+05:30,High,14144.274763823454
10/14/1986,21:18:01,-31.846,-178.654,Earthquake,63.3,14.3,1986-10-14T21:18:01.000+05:30,High,16471.14394725526
10/15/1986,22:03:05,-9.94,162.978,Earthquake,10.1,8.0,1986-10-15T22:03:05.000+05:30,High,17831.522197451995
10/20/1986,06:30:26,2.771,126.912,Earthquake,42.0,13.5,1986-10-20T06:30:26.000+05:30,High,14106.377058310833
10/21/1986,21:09:36,13.326,-90.118,Earthquake,44.7,5.4,1986-10-21T21:09:36.000+05:30,Low,10020.31069830673
10/23/1986,16:23:49,-11.086,165.537,Earthquake,23.6,12.0,1986-10-23T16:23:49.000+05:30,High,17996.81546660783
10/23/1986,17:33:06,-11.228,165.233,Earthquake,35.7,12.5,1986-10-23T17:33:06.000+05:30,High,17960.773567362732
10/24/1986,02:58:47,-5.629,153.875,Earthquake,52.0,7.9,1986-10-24T02:58:47.000+05:30,High,17048.09237768779
10/29/1986,20:11:40,5.722,125.331,Earthquake,71.6,6.7,1986-10-29T20:11:40.000+05:30,High,13913.697462708664
11/14/1986,12:59:33,-27.255,-176.505,Earthquake,44.0,14.5,1986-11-14T12:59:33.000+05:30,High,16961.547350741752
11/19/1986,09:22:11,-23.961,-179.822,Earthquake,518.1,5.5,1986-11-19T09:22:11.000+05:30,Low,17350.675934475297
11/19/1986,17:11:55,-18.889,168.087,Earthquake,47.8,7.3,1986-11-19T17:11:55.000+05:30,High,17544.85700374486
11/20/1986,13:14:25,-16.265,167.549,Earthquake,60.2,9.7,1986-11-20T13:14:25.000+05:30,High,17748.84302434333
11/22/1986,17:08:38,-15.268,167.354,Earthquake,158.4,6.6,1986-11-22T17:08:38.000+05:30,High,17821.367071394117
12/13/1986,18:31:52,-17.955,167.655,Earthquake,17.1,9.6,1986-12-13T18:31:52.000+05:30,High,17605.094298617427
12/20/1986,21:27:01,-28.171,-176.622,Earthquake,33.2,6.6,1986-12-20T21:27:01.000+05:30,High,16862.007151738904
12/22/1986,02:04:19,0.645,121.336,Earthquake,96.1,5.5,1986-12-22T02:04:19.000+05:30,Low,13491.701664918812
12/27/1986,02:28:42,13.865,144.503,Earthquake,116.8,6.8,1986-12-27T02:28:42.000+05:30,High,15814.718025888784
12/27/1986,15:46:59,-6.695,130.816,Earthquake,57.9,6.5,1986-12-27T15:46:59.000+05:30,Moderate,14508.647771459999
01/13/1987,08:03:00,-13.463,166.477,Earthquake,52.9,8.7,1987-01-13T08:03:00.000+05:30,High,17903.163796363828
01/17/1987,11:22:02,-10.771,161.271,Earthquake,51.4,10.5,1987-01-17T11:22:02.000+05:30,High,17623.4429227929
01/25/1987,10:31:23,3.054,-79.334,Earthquake,12.9,5.7,1987-01-25T10:31:23.000+05:30,Moderate,8823.242362654013
01/27/1987,07:06:52,-32.154,-72.082,Earthquake,34.5,6.8,1987-01-27T07:06:52.000+05:30,High,8328.743841949283
01/29/1987,03:04:40,-6.342,154.945,Earthquake,75.0,5.3,1987-01-29T03:04:40.000+05:30,Low,17146.829725496373
02/07/1987,11:57:34,-5.8,147.742,Earthquake,27.4,6.8,1987-02-07T11:57:34.000+05:30,High,16376.812964708733
02/08/1987,18:33:58,-6.088,147.689,Earthquake,54.9,6.6,1987-02-08T18:33:58.000+05:30,High,16365.84772695031
02/09/1987,14:25:31,-6.137,147.722,Earthquake,48.8,7.2,1987-02-09T14:25:31.000+05:30,High,16368.540936396159
02/09/1987,18:17:31,-6.002,147.802,Earthquake,44.1,5.8,1987-02-09T18:17:31.000+05:30,Moderate,16379.747200519007
02/10/1987,12:21:59,-6.012,147.779,Earthquake,40.3,6.9,1987-02-10T12:21:59.000+05:30,High,16377.05646600375
02/11/1987,01:14:41,-6.995,146.991,Earthquake,18.8,6.0,1987-02-11T01:14:41.000+05:30,Moderate,16272.2878269192
02/16/1987,02:45:43,-32.144,-178.987,Earthquake,58.7,7.9,1987-02-16T02:45:43.000+05:30,High,16439.2526550258
02/16/1987,17:28:11,0.838,126.186,Earthquake,25.1,6.2,1987-02-16T17:28:11.000+05:30,Moderate,14030.744229498892
02/23/1987,15:49:55,-15.854,167.891,Earthquake,233.6,5.8,1987-02-23T15:49:55.000+05:30,Moderate,17807.3575883517
02/25/1987,15:20:18,18.808,121.08,Earthquake,16.0,6.2,1987-02-25T15:20:18.000+05:30,Moderate,13260.348905077011
03/04/1987,06:25:23,-6.528,147.921,Earthquake,16.1,7.4,1987-03-04T06:25:23.000+05:30,High,16382.696685306712
03/05/1987,09:56:09,-24.463,-70.466,Earthquake,48.2,12.5,1987-03-05T09:56:09.000+05:30,High,8037.275541746483
03/05/1987,19:47:09,-5.887,146.653,Earthquake,56.0,6.0,1987-03-05T19:47:09.000+05:30,Moderate,16256.316554902252
03/13/1987,07:40:20,-23.771,-177.301,Earthquake,50.2,15.1,1987-03-13T07:40:20.000+05:30,High,17355.87188090525
03/13/1987,08:21:49,-23.778,-177.325,Earthquake,32.1,5.5,1987-03-13T08:21:49.000+05:30,Low,17355.381169578206
03/14/1987,06:10:05,-23.52,-177.467,Earthquake,40.1,14.1,1987-03-14T06:10:05.000+05:30,High,17385.516081666658
03/15/1987,05:06:53,24.945,127.096,Earthquake,22.5,15.9,1987-03-15T05:06:53.000+05:30,High,13694.06063814111
03/15/1987,06:03:02,-24.285,-70.557,Earthquake,23.6,10.8,1987-03-15T06:03:02.000+05:30,High,8043.534882175446
03/16/1987,12:21:39,-6.441,147.652,Earthquake,24.2,7.1,1987-03-16T12:21:39.000+05:30,High,16355.148328118294
03/16/1987,12:33:36,-6.414,147.645,Earthquake,29.2,7.2,1987-03-16T12:33:36.000+05:30,High,16354.91039713754
03/16/1987,16:39:56,-10.9,165.942,Earthquake,56.8,8.0,1987-03-16T16:39:56.000+05:30,High,18044.58895354383
03/18/1987,08:52:48,-30.188,-177.612,Earthquake,27.7,9.5,1987-03-18T08:52:48.000+05:30,High,16648.83581181353
03/19/1987,17:14:41,-14.898,167.225,Earthquake,149.6,6.6,1987-03-19T17:14:41.000+05:30,High,17843.383827298767
03/28/1987,11:26:38,30.658,131.328,Earthquake,40.1,5.8,1987-03-28T11:26:38.000+05:30,Moderate,13856.612630238267
04/09/1987,00:48:56,1.242,128.432,Earthquake,45.0,6.3,1987-04-09T00:48:56.000+05:30,Moderate,14279.7999700518
04/14/1987,06:10:50,18.796,146.992,Earthquake,36.8,12.6,1987-04-14T06:10:50.000+05:30,High,15850.726783639462
04/17/1987,00:33:49,15.348,145.78,Earthquake,102.4,7.9,1987-04-17T00:33:49.000+05:30,High,15887.752838007822
04/20/1987,09:31:38,-21.654,-179.137,Earthquake,570.1,5.4,1987-04-20T09:31:38.000+05:30,Low,17605.452289841913
04/28/1987,15:32:31,2.052,99.086,Earthquake,19.3,6.0,1987-04-28T15:32:31.000+05:30,Moderate,11017.206983713337
04/30/1987,02:40:04,-3.214,138.733,Earthquake,40.9,6.6,1987-04-30T02:40:04.000+05:30,High,15414.997680540622
05/06/1987,12:39:49,-5.715,152.656,Earthquake,20.0,5.7,1987-05-06T12:39:49.000+05:30,Moderate,16913.893307287537
05/09/1987,08:05:38,19.202,145.521,Earthquake,149.3,8.8,1987-05-09T08:05:38.000+05:30,High,15691.924450128483
05/12/1987,07:15:13,28.165,55.559,Earthquake,40.2,6.0,1987-05-12T07:15:13.000+05:30,Moderate,6682.057787642678
05/18/1987,07:27:00,8.302,125.362,Earthquake,16.4,11.9,1987-05-18T07:27:00.000+05:30,High,13892.362677721725
05/23/1987,17:09:04,8.047,125.41,Earthquake,32.0,7.6,1987-05-23T17:09:04.000+05:30,High,13900.468707626735
06/05/1987,00:08:21,39.729,142.82,Earthquake,58.8,9.6,1987-06-05T00:08:21.000+05:30,High,14209.481610440098
06/05/1987,21:25:11,5.381,127.534,Earthquake,45.1,7.7,1987-06-05T21:25:11.000+05:30,High,14159.591190095245
06/05/1987,22:00:03,5.265,127.513,Earthquake,47.0,7.2,1987-06-05T22:00:03.000+05:30,High,14158.189125383726
06/05/1987,22:50:47,5.333,127.397,Earthquake,69.1,6.3,1987-06-05T22:50:47.000+05:30,Moderate,14144.8443352335
06/10/1987,16:03:55,4.135,94.81,Earthquake,52.1,5.3,1987-06-10T16:03:55.000+05:30,Low,10540.995206892228
06/14/1987,05:26:03,10.383,126.266,Earthquake,41.3,10.0,1987-06-14T05:26:03.000+05:30,High,13963.93183262065
06/15/1987,06:23:10,-12.479,-76.731,Earthquake,51.3,6.3,1987-06-15T06:23:10.000+05:30,Moderate,8567.568945171366
06/15/1987,06:31:45,3.915,125.949,Earthquake,136.1,5.2,1987-06-15T06:31:45.000+05:30,Low,13994.114750850189
06/16/1987,20:17:02,-22.931,-176.727,Earthquake,146.1,13.0,1987-06-16T20:17:02.000+05:30,High,17440.822280191744
06/18/1987,10:01:07,17.291,121.356,Earthquake,42.8,7.3,1987-06-18T10:01:07.000+05:30,High,13320.153602857868
06/26/1987,23:05:48,-21.276,169.18,Earthquake,23.8,8.2,1987-06-26T23:05:48.000+05:30,High,17373.658355851654
07/06/1987,02:49:43,-14.074,167.828,Earthquake,47.5,6.2,1987-07-06T02:49:43.000+05:30,Moderate,17955.02496354136
07/06/1987,03:05:00,-13.994,167.781,Earthquake,46.2,7.9,1987-07-06T03:05:00.000+05:30,High,17958.292603691934
07/15/1987,04:13:38,29.255,130.567,Earthquake,51.4,5.3,1987-07-15T04:13:38.000+05:30,Low,13851.365357099936
07/17/1987,21:02:13,-15.475,-74.074,Earthquake,79.1,7.0,1987-07-17T21:02:13.000+05:30,High,8302.463230254269
07/22/1987,04:17:57,-5.562,151.79,Earthquake,40.7,5.6,1987-07-22T04:17:57.000+05:30,Moderate,16822.80905644726
07/22/1987,08:03:17,4.051,125.582,Earthquake,51.4,6.0,1987-07-22T08:03:17.000+05:30,Moderate,13952.700349018693
08/09/1987,21:15:00,29.502,83.714,Earthquake,47.5,7.8,1987-08-09T21:15:00.000+05:30,High,9399.49845493644
08/11/1987,17:44:54,-6.35,154.712,Earthquake,77.8,5.3,1987-08-11T17:44:54.000+05:30,Low,17121.56018135108
08/16/1987,21:38:48,-34.963,179.654,Earthquake,73.5,9.6,1987-08-16T21:38:48.000+05:30,High,16127.212314329307
08/18/1987,02:18:51,-5.593,151.686,Earthquake,50.2,5.1,1987-08-18T02:18:51.000+05:30,Low,16810.87112060666
09/15/1987,17:14:32,-56.67,-26.19,Earthquake,85.3,23.8,1987-09-15T17:14:32.000+05:30,High,6722.704610777631
09/17/1987,04:47:13,-4.118,145.706,Earthquake,15.4,6.3,1987-09-17T04:47:13.000+05:30,Moderate,16177.716221879753
09/19/1987,09:21:41,-15.001,-75.667,Earthquake,28.1,12.9,1987-09-19T09:21:41.000+05:30,High,8469.200820641283
09/28/1987,23:09:37,-18.34,168.122,Earthquake,31.9,15.0,1987-09-28T23:09:37.000+05:30,High,17597.837912887462
10/01/1987,07:29:25,-11.389,166.147,Earthquake,76.3,7.4,1987-10-01T07:29:25.000+05:30,High,18028.86145312861
10/02/1987,22:27:56,-8.143,-77.954,Earthquake,19.8,9.3,1987-10-02T22:27:56.000+05:30,High,8681.793866581062
10/06/1987,16:03:40,-5.798,151.684,Earthquake,24.4,5.8,1987-10-06T16:03:40.000+05:30,Moderate,16806.52435685532
10/12/1987,14:09:48,-7.141,154.361,Earthquake,17.9,11.0,1987-10-12T14:09:48.000+05:30,High,17062.86849544128
10/13/1987,13:54:43,-7.232,154.312,Earthquake,14.5,5.5,1987-10-13T13:54:43.000+05:30,Low,17055.08805216436
10/14/1987,02:11:17,-34.393,179.82,Earthquake,72.4,5.2,1987-10-14T02:11:17.000+05:30,Low,16190.713586440657
10/15/1987,01:06:01,-6.306,129.317,Earthquake,33.0,6.9,1987-10-15T01:06:01.000+05:30,High,14347.887873156653
10/18/1987,14:24:48,-6.552,149.226,Earthquake,40.1,10.5,1987-10-18T14:24:48.000+05:30,High,16523.929467040485
10/22/1987,16:44:36,-19.204,169.089,Earthquake,158.0,6.3,1987-10-22T16:44:36.000+05:30,Moderate,17570.46418563394
10/24/1987,14:37:16,-10.913,166.154,Earthquake,170.8,5.9,1987-10-24T14:37:16.000+05:30,Moderate,18062.128561256206
10/28/1987,18:21:29,-28.294,-176.749,Earthquake,34.3,6.6,1987-10-28T18:21:29.000+05:30,High,16849.94334630039
11/05/1987,19:01:22,-5.448,151.743,Earthquake,52.9,6.5,1987-11-05T19:01:22.000+05:30,Moderate,16819.917875974606
11/16/1987,05:59:50,6.832,126.225,Earthquake,67.2,7.6,1987-11-16T05:59:50.000+05:30,High,14002.501906842344
11/19/1987,16:15:35,24.248,142.608,Earthquake,40.7,10.1,1987-11-19T16:15:35.000+05:30,High,15169.149831603212
11/24/1987,09:24:10,-5.607,149.415,Earthquake,142.1,5.6,1987-11-24T09:24:10.000+05:30,Moderate,16562.96365133135
11/26/1987,17:28:55,-16.351,168.119,Earthquake,18.2,12.0,1987-11-26T17:28:55.000+05:30,High,17778.300764716758
11/27/1987,13:05:53,-16.263,168.132,Earthquake,32.9,7.2,1987-11-27T13:05:53.000+05:30,High,17786.96475462785
11/27/1987,13:11:23,-16.307,168.141,Earthquake,28.8,9.1,1987-11-27T13:11:23.000+05:30,High,17783.62528013322
11/27/1987,13:33:18,-16.373,168.117,Earthquake,28.8,7.0,1987-11-27T13:33:18.000+05:30,High,17776.213256255982
11/28/1987,04:03:45,-0.338,124.864,Earthquake,33.7,7.6,1987-11-28T04:03:45.000+05:30,High,13884.165912769013
12/07/1987,12:26:12,-13.632,167.393,Earthquake,48.1,6.9,1987-12-07T12:26:12.000+05:30,High,17959.490617541556
12/10/1987,13:25:33,-6.323,149.889,Earthquake,51.8,7.5,1987-12-10T13:25:33.000+05:30,High,16600.66180357077
12/11/1987,02:03:10,-22.156,-174.797,Earthquake,36.9,11.9,1987-12-11T02:03:10.000+05:30,High,17487.765621875787
12/30/1987,21:16:30,-6.498,148.96,Earthquake,22.1,5.6,1987-12-30T21:16:30.000+05:30,Moderate,16496.179521206606
01/11/1988,22:27:09,-6.165,154.414,Earthquake,20.9,8.5,1988-01-11T22:27:09.000+05:30,High,17094.04872784588
01/13/1988,15:38:16,-23.275,-177.033,Earthquake,109.1,6.5,1988-01-13T15:38:16.000+05:30,Moderate,17407.242283046722
01/13/1988,17:32:04,-15.007,167.265,Earthquake,149.5,7.1,1988-01-13T17:32:04.000+05:30,High,17837.106487881145
01/16/1988,00:43:37,-2.257,140.212,Earthquake,34.1,7.6,1988-01-16T00:43:37.000+05:30,High,15584.932393442996
01/17/1988,13:51:37,-32.367,-179.59,Earthquake,51.2,13.6,1988-01-17T13:51:37.000+05:30,High,16415.783186273242
01/20/1988,15:01:30,-24.69,-70.521,Earthquake,32.9,13.5,1988-01-20T15:01:30.000+05:30,High,8046.457027123442
01/26/1988,09:34:49,32.665,47.054,Earthquake,34.3,6.9,1988-01-26T09:34:49.000+05:30,High,6115.900150261123
01/28/1988,11:20:08,5.327,126.369,Earthquake,43.6,5.7,1988-01-28T11:20:08.000+05:30,Moderate,14031.352135929224
02/08/1988,13:51:34,17.737,-100.965,Earthquake,58.0,7.0,1988-02-08T13:51:34.000+05:30,High,11168.171514165495
02/08/1988,15:57:00,-24.801,-70.393,Earthquake,32.0,6.3,1988-02-08T15:57:00.000+05:30,Moderate,8035.48477695961
02/15/1988,18:49:18,-25.216,-70.932,Earthquake,9.5,7.3,1988-02-15T18:49:18.000+05:30,High,8095.983435026029
02/17/1988,23:39:25,3.841,126.534,Earthquake,20.1,14.4,1988-02-17T23:39:25.000+05:30,High,14059.342546196145
02/21/1988,09:22:13,-6.893,129.393,Earthquake,148.7,7.1,1988-02-21T09:22:13.000+05:30,High,14350.121156771733
02/21/1988,16:55:21,13.284,145.735,Earthquake,57.0,7.2,1988-02-21T16:55:21.000+05:30,High,15961.535175651932
03/10/1988,14:42:13,-23.853,-177.651,Earthquake,266.3,10.0,1988-03-10T14:42:13.000+05:30,High,17350.672394883597
03/12/1988,04:32:10,10.144,-60.569,Earthquake,51.6,5.8,1988-03-12T04:32:10.000+05:30,Moderate,6791.014308708392
03/12/1988,12:11:12,-0.683,133.518,Earthquake,49.1,9.6,1988-03-12T12:11:12.000+05:30,High,14846.095001439828
03/13/1988,11:31:33,-33.673,-72.216,Earthquake,41.2,10.6,1988-03-13T11:31:33.000+05:30,High,8370.177899021082
03/15/1988,09:25:06,11.843,143.279,Earthquake,16.5,5.3,1988-03-15T09:25:06.000+05:30,Low,15753.423415608135
03/16/1988,00:44:47,-3.582,146.488,Earthquake,17.7,8.7,1988-03-16T00:44:47.000+05:30,High,16269.968969007048
03/17/1988,12:19:57,-17.579,-178.452,Earthquake,550.4,5.6,1988-03-17T12:19:57.000+05:30,Moderate,18053.065301138533
03/17/1988,15:36:24,-21.415,-173.884,Earthquake,39.9,14.6,1988-03-17T15:36:24.000+05:30,High,17543.035421142707
03/19/1988,20:19:16,29.999,67.91,Earthquake,15.1,8.5,1988-03-19T20:19:16.000+05:30,High,7894.066283004649
03/23/1988,13:43:58,-26.885,-176.515,Earthquake,161.9,26.6,1988-03-23T13:43:58.000+05:30,High,17002.4562376568
04/13/1988,00:39:31,-17.256,-72.518,Earthquake,16.1,6.5,1988-04-13T00:39:31.000+05:30,Moderate,8153.753593475556
04/13/1988,06:22:32,-17.489,-72.505,Earthquake,36.7,12.4,1988-04-13T06:22:32.000+05:30,High,8154.80668045933
04/19/1988,18:53:42,-17.979,-178.518,Earthquake,580.8,7.7,1988-04-19T18:53:42.000+05:30,High,18009.35659164261
04/19/1988,19:10:49,3.835,126.648,Earthquake,40.4,8.8,1988-04-19T19:10:49.000+05:30,High,14072.008534100305
04/20/1988,03:50:08,39.109,44.123,Earthquake,55.2,6.0,1988-04-20T03:50:08.000+05:30,Moderate,6243.665868699181
05/05/1988,00:03:20,-2.696,140.525,Earthquake,26.2,7.9,1988-05-05T00:03:20.000+05:30,High,15617.111391981178
05/15/1988,08:22:06,43.779,147.737,Earthquake,56.5,5.1,1988-05-15T08:22:06.000+05:30,Low,14191.646481171803
05/21/1988,14:28:40,-32.833,-71.704,Earthquake,42.1,7.7,1988-05-21T14:28:40.000+05:30,High,8306.889923521549
05/21/1988,15:16:23,-20.366,-173.632,Earthquake,46.5,20.4,1988-05-21T15:16:23.000+05:30,High,17646.865838891546
06/03/1988,17:42:00,-11.518,116.173,Earthquake,38.1,16.0,1988-06-03T17:42:00.000+05:30,High,12854.943561947724
06/12/1988,18:07:14,-10.877,165.382,Earthquake,29.3,13.3,1988-06-12T18:07:14.000+05:30,High,17996.935296868025
06/17/1988,12:52:04,-10.69,165.221,Earthquake,48.1,8.3,1988-06-17T12:52:04.000+05:30,High,17994.691272388838
06/19/1988,13:05:05,-18.303,-177.814,Earthquake,407.5,5.8,1988-06-19T13:05:05.000+05:30,Moderate,17965.91565883951
06/24/1988,12:25:40,-6.26,148.862,Earthquake,41.6,7.5,1988-06-24T12:25:40.000+05:30,High,16490.324057339316
06/25/1988,16:15:38,38.458,43.038,Earthquake,50.9,5.5,1988-06-25T16:15:38.000+05:30,Low,6125.3117545765335
07/06/1988,01:48:43,-6.076,148.789,Earthquake,67.0,7.7,1988-07-06T01:48:43.000+05:30,High,16485.955867139593
07/12/1988,17:00:09,6.802,123.97,Earthquake,51.7,8.9,1988-07-12T17:00:09.000+05:30,High,13754.67029867043
07/19/1988,02:58:16,-45.254,167.653,Earthquake,134.5,9.8,1988-07-19T02:58:16.000+05:30,High,14838.624686973813
07/20/1988,06:20:51,37.028,72.914,Earthquake,40.6,9.7,1988-07-20T06:20:51.000+05:30,High,8499.120430507715
07/26/1988,19:04:30,15.071,119.855,Earthquake,47.0,11.7,1988-07-26T19:04:30.000+05:30,High,13202.18592469301
07/31/1988,01:28:53,-6.389,153.091,Earthquake,33.0,6.3,1988-07-31T01:28:53.000+05:30,Moderate,16945.895794070002
08/10/1988,10:34:33,-10.143,160.484,Earthquake,35.5,8.6,1988-08-10T10:34:33.000+05:30,High,17579.595710228386
08/10/1988,21:19:13,-10.175,160.519,Earthquake,41.6,8.8,1988-08-10T21:19:13.000+05:30,High,17581.438476627478
08/13/1988,05:46:15,4.777,125.74,Earthquake,143.1,5.3,1988-08-13T05:46:15.000+05:30,Low,13965.73830529892
08/27/1988,10:15:02,-19.685,-176.278,Earthquake,35.0,15.2,1988-08-27T10:15:02.000+05:30,High,17788.957352741458
09/08/1988,22:27:53,-35.617,179.656,Earthquake,86.1,13.8,1988-09-08T22:27:53.000+05:30,High,16054.49674792538
09/11/1988,06:17:42,-25.493,179.608,Earthquake,510.3,8.6,1988-09-11T06:17:42.000+05:30,High,17180.081835435016
09/16/1988,02:16:19,-20.515,-178.355,Earthquake,550.8,6.0,1988-09-16T02:16:19.000+05:30,Moderate,17726.916224177676
09/20/1988,17:56:18,4.669,-77.423,Earthquake,34.7,5.3,1988-09-20T17:56:18.000+05:30,Low,8613.760849436749
09/26/1988,14:03:57,10.138,126.066,Earthquake,76.9,7.0,1988-09-26T14:03:57.000+05:30,High,13945.749531642252
10/03/1988,00:45:53,-10.272,161.365,Earthquake,89.6,5.3,1988-10-03T00:45:53.000+05:30,Low,17658.850375668473
10/10/1988,06:31:28,-13.704,166.364,Earthquake,37.4,8.3,1988-10-10T06:31:28.000+05:30,High,17875.725425733715
10/20/1988,02:30:54,-4.75,153.103,Earthquake,57.4,5.5,1988-10-20T02:30:54.000+05:30,Low,16981.42451610826
10/31/1988,10:12:58,36.443,2.759,Earthquake,12.0,5.6,1988-10-31T10:12:58.000+05:30,Moderate,4062.267274265003
11/06/1988,04:34:40,-22.01,170.103,Earthquake,36.9,5.5,1988-11-06T04:34:40.000+05:30,Low,17342.900765688926
11/07/1988,07:39:29,11.422,122.073,Earthquake,26.9,6.5,1988-11-07T07:39:29.000+05:30,Moderate,13495.133726345317
11/17/1988,22:43:57,8.392,126.495,Earthquake,98.1,8.6,1988-11-17T22:43:57.000+05:30,High,14015.2810168243
11/23/1988,03:04:15,30.989,141.578,Earthquake,41.1,7.9,1988-11-23T03:04:15.000+05:30,High,14699.185100896178
11/25/1988,22:29:40,34.333,91.93,Earthquake,24.9,14.0,1988-11-25T22:29:40.000+05:30,High,10184.74890103823
11/27/1988,04:17:56,22.749,99.852,Earthquake,15.7,11.1,1988-11-27T04:17:56.000+05:30,High,11017.062863795323
11/28/1988,14:49:53,-6.339,149.917,Earthquake,45.1,5.9,1988-11-28T14:49:53.000+05:30,Moderate,16603.369209947497
12/04/1988,01:59:07,12.633,144.792,Earthquake,33.3,10.8,1988-12-04T01:59:07.000+05:30,High,15886.58963533808
12/04/1988,13:38:06,18.493,146.367,Earthquake,76.4,5.5,1988-12-04T13:38:06.000+05:30,Low,15806.244468997142
12/16/1988,19:29:03,29.355,142.024,Earthquake,11.9,5.3,1988-12-16T19:29:03.000+05:30,Low,14833.111119597286
12/19/1988,06:35:41,-10.83,164.507,Earthquake,60.0,14.4,1988-12-19T06:35:41.000+05:30,High,17921.659830370372
12/20/1988,03:35:18,1.868,97.129,Earthquake,36.7,7.1,1988-12-20T03:35:18.000+05:30,High,10799.828336864932
01/15/1989,03:19:51,-31.75,-71.847,Earthquake,49.9,6.7,1989-01-15T03:19:51.000+05:30,High,8299.265820356399
01/20/1989,17:26:39,-11.544,166.134,Earthquake,74.0,13.5,1989-01-20T17:26:39.000+05:30,High,18016.944715946593
01/31/1989,00:46:19,-6.142,149.005,Earthquake,59.8,9.3,1989-01-31T00:46:19.000+05:30,High,16508.199980786892
02/03/1989,18:44:33,-20.215,-178.617,Earthquake,574.6,9.6,1989-02-03T18:44:33.000+05:30,High,17762.24664251003
02/04/1989,14:23:39,-19.416,-179.587,Earthquake,450.6,9.3,1989-02-04T14:23:39.000+05:30,High,17855.65654205063
02/07/1989,15:08:59,-3.381,148.809,Earthquake,38.0,11.1,1989-02-07T15:08:59.000+05:30,High,16528.53294628326
02/10/1989,15:23:56,2.464,126.689,Earthquake,38.3,5.2,1989-02-10T15:23:56.000+05:30,Low,14082.786688751328
02/11/1989,01:57:07,2.384,126.603,Earthquake,65.7,6.3,1989-02-11T01:57:07.000+05:30,Moderate,14073.51627112611
02/13/1989,23:43:46,25.616,142.536,Earthquake,29.6,6.9,1989-02-13T23:43:46.000+05:30,High,15089.407700372756
02/16/1989,19:42:46,2.568,126.635,Earthquake,56.0,13.8,1989-02-16T19:42:46.000+05:30,High,14076.41339185686
02/23/1989,20:40:35,-17.665,-178.601,Earthquake,539.1,9.1,1989-02-23T20:40:35.000+05:30,High,18044.87381577805
03/08/1989,03:57:22,-19.129,168.681,Earthquake,65.1,6.7,1989-03-08T03:57:22.000+05:30,High,17555.61642032782
03/08/1989,05:48:16,4.581,125.874,Earthquake,101.3,6.1,1989-03-08T05:48:16.000+05:30,Moderate,13981.843709382218
03/11/1989,04:02:27,-5.24,152.535,Earthquake,47.6,5.2,1989-03-11T04:02:27.000+05:30,Low,16910.28532087354
03/15/1989,04:17:33,-30.539,-178.008,Earthquake,56.6,18.7,1989-03-15T04:17:33.000+05:30,High,16612.784666331492
03/17/1989,05:42:54,34.662,25.45,Earthquake,31.3,6.3,1989-03-17T05:42:54.000+05:30,Moderate,4674.378161713293
03/18/1989,13:37:49,-23.644,178.896,Earthquake,536.4,5.8,1989-03-18T13:37:49.000+05:30,Moderate,17383.294010563102
03/22/1989,18:10:54,-20.748,-178.689,Earthquake,570.8,5.8,1989-03-22T18:10:54.000+05:30,Moderate,17703.61623258631
04/08/1989,00:24:33,-32.012,-71.545,Earthquake,72.4,9.8,1989-04-08T00:24:33.000+05:30,High,8276.190105039974
